address,entity,tx_sent,ethersent,tx_fee
0x2957ea6d4f06bc2badfb2958c65fc7d1be5461b1,LCX 3,8,1.25973,0.0013498275
0x6705120db9fb682dec120cdecc8220385d25fc50,Arbitraging Platform,42283,335719.3737467,26.631073785812916
0x02535b41344f2e05836b80be44b0d190e24dd35a,Bitcoin.de,22,670.10303751,0.002457
0x4631018f63d5e31680fb53c11c9e1b11f1503e6f,LCX 2,12,7.930674229,0.0043335
0x5b67871c3a857de81a1ca0f9f7945e5670d986dc,Set: Vault,19,0,0.3629544
0x059550a1ca3c46a2adb803e9e3ea4585a34f004a,Expo,3626,18046.251142198,22.559283460015166
