address,entity,tx_received,etherreceived
0x02535b41344f2e05836b80be44b0d190e24dd35a,Bitcoin.de,101,670.078121328
0x2957ea6d4f06bc2badfb2958c65fc7d1be5461b1,LCX 3,45,1.01931539
0x4631018f63d5e31680fb53c11c9e1b11f1503e6f,LCX 2,305,2.804979
0x6705120db9fb682dec120cdecc8220385d25fc50,Arbitraging Platform,6916,338425.404857698
